Order Id,Order Item Id,order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Order Status,Shipping Mode,Customer Id,Customer Segment,Market,Order Region,Order Country,Category Name,Product Name,Product Price,Order Item Quantity,Order Item Discount,Sales,Order Item Total,Order Profit Per Order,Benefit per order
51790,397,06/20/2017 00:00,06/25/2017 00:00,5,2,Late delivery,1,COMPLETE,First Class,8888,Corporate,Africa,Western Europe,SampleLand,Men's Footwear,Sample Product,142.4,5,1.08,712.0,710.92,-9.64,168.92
11701,398,10/24/2015 00:00,10/28/2015 00:00,4,2,Advance shipping,1,PROCESSING,Standard Class,1750,Consumer,USCA,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,296.51,4,173.03,1186.04,1013.01,-67.15,69.57
41171,399,05/26/2016 00:00,05/29/2016 00:00,3,4,Late delivery,0,PENDING,Standard Class,7272,Corporate,USCA,Oceania,SampleLand,Cardio Equipment,Sample Product,397.28,4,29.13,1589.12,1559.99,-131.44,281.87
8392,400,05/13/2016 00:00,05/17/2016 00:00,4,1,Advance shipping,1,PENDING,Standard Class,6568,Consumer,Pacific Asia,West Africa,SampleLand,Cleats,Sample Product,181.51,3,43.86,544.53,500.67,95.27,10.42
29414,401,11/03/2015 00:00,11/09/2015 00:00,6,4,Late delivery,1,PENDING_PAYMENT,Standard Class,8870,Corporate,USCA,Western Europe,SampleLand,Electronics,Sample Product,128.74,1,4.76,128.74,123.98,25.62,-2.52
5353,402,09/02/2017 00:00,09/06/2017 00:00,4,2,Late delivery,1,CLOSED,Standard Class,2168,Corporate,LATAM,Southeast Asia,SampleLand,Water Sports,Sample Product,365.25,4,132.89,1461.0,1328.11,260.77,103.85
33000,403,05/16/2017 00:00,05/23/2017 00:00,7,4,Late delivery,1,PENDING_PAYMENT,Second Class,7197,Consumer,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,395.08,5,10.97,1975.4,1964.43,81.24,-13.99
51079,404,05/17/2015 00:00,05/21/2015 00:00,4,2,Shipping on time,1,PENDING_PAYMENT,Standard Class,4971,Consumer,LATAM,West Africa,SampleLand,Electronics,Sample Product,477.6,5,85.37,2388.0,2302.63,590.94,792.21
49021,405,12/15/2017 00:00,12/19/2017 00:00,4,4,Late delivery,0,PENDING_PAYMENT,First Class,3111,Corporate,LATAM,South America,SampleLand,Electronics,Sample Product,82.32,2,7.42,164.64,157.22,43.7,35.7
42890,406,07/31/2017 00:00,08/05/2017 00:00,5,4,Advance shipping,1,PENDING_PAYMENT,Standard Class,891,Consumer,Pacific Asia,South America,SampleLand,Water Sports,Sample Product,445.74,2,122.44,891.48,769.04,131.8,-63.92
34652,407,10/10/2015 00:00,10/15/2015 00:00,5,4,Shipping on time,1,PENDING,Second Class,4569,Corporate,USCA,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,384.9,4,134.78,1539.6,1404.82,248.62,102.58
37475,408,06/28/2017 00:00,07/01/2017 00:00,3,2,Late delivery,1,PROCESSING,First Class,5280,Home Office,Africa,Western Europe,SampleLand,Electronics,Sample Product,353.93,1,37.6,353.93,316.33,-4.24,98.31
5990,409,05/13/2015 00:00,05/17/2015 00:00,4,2,Late delivery,1,ON_HOLD,Standard Class,612,Consumer,LATAM,Oceania,SampleLand,Fishing,Sample Product,163.4,1,16.57,163.4,146.83,42.01,24.68
43648,410,12/19/2017 00:00,12/27/2017 00:00,8,6,Late delivery,1,PENDING_PAYMENT,First Class,9695,Consumer,USCA,South America,SampleLand,Men's Footwear,Sample Product,20.87,5,6.14,104.35,98.21,-6.08,11.61
40890,411,12/22/2016 00:00,12/23/2016 00:00,1,2,Late delivery,0,PENDING_PAYMENT,Second Class,8292,Home Office,USCA,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,258.7,5,2.72,1293.5,1290.78,336.96,182.83
8609,412,11/23/2016 00:00,11/28/2016 00:00,5,4,Late delivery,1,PROCESSING,Standard Class,3803,Home Office,LATAM,South America,SampleLand,Electronics,Sample Product,150.03,3,7.23,450.09,442.86,39.15,16.27
37942,413,04/30/2015 00:00,05/01/2015 00:00,1,2,Shipping on time,0,COMPLETE,Second Class,565,Consumer,Europe,US Center,SampleLand,Camping & Hiking,Sample Product,152.01,3,31.38,456.03,424.65,-23.71,31.75
23087,414,08/14/2017 00:00,08/17/2017 00:00,3,2,Late delivery,1,COMPLETE,Second Class,8476,Corporate,USCA,West Africa,SampleLand,Cardio Equipment,Sample Product,464.3,3,196.67,1392.9,1196.23,-86.57,-13.54
30556,415,02/21/2015 00:00,02/26/2015 00:00,5,4,Late delivery,1,PENDING_PAYMENT,Standard Class,288,Consumer,LATAM,West Africa,SampleLand,Camping & Hiking,Sample Product,84.95,1,3.17,84.95,81.78,28.2,17.97
48847,416,08/27/2015 00:00,08/31/2015 00:00,4,4,Late delivery,0,CLOSED,Standard Class,5112,Corporate,Europe,US Center,SampleLand,Cleats,Sample Product,467.77,2,98.0,935.54,837.54,130.71,5.37
19326,417,06/11/2015 00:00,06/15/2015 00:00,4,1,Shipping on time,1,PROCESSING,Standard Class,2485,Consumer,Pacific Asia,US Center,SampleLand,Women's Apparel,Sample Product,256.87,2,63.7,513.74,450.04,44.99,41.02
55006,418,05/13/2017 00:00,05/19/2017 00:00,6,6,Advance shipping,0,ON_HOLD,Standard Class,2811,Consumer,LATAM,South America,SampleLand,Women's Apparel,Sample Product,420.76,5,286.15,2103.8,1817.65,575.18,576.27
25011,419,07/23/2015 00:00,07/24/2015 00:00,1,2,Late delivery,0,PROCESSING,Same Day,9062,Consumer,LATAM,Central America,SampleLand,Cardio Equipment,Sample Product,148.96,3,19.67,446.88,427.21,46.29,35.3
30786,420,08/26/2017 00:00,08/30/2017 00:00,4,4,Advance shipping,0,PENDING,First Class,3642,Consumer,Africa,Oceania,SampleLand,Fishing,Sample Product,320.62,4,179.15,1282.48,1103.33,310.2,57.02
1732,421,12/04/2016 00:00,12/10/2016 00:00,6,4,Late delivery,1,PENDING,Second Class,2948,Consumer,LATAM,West Africa,SampleLand,Fishing,Sample Product,282.73,1,25.78,282.73,256.95,73.01,23.18
7324,422,03/03/2015 00:00,03/06/2015 00:00,3,4,Late delivery,0,COMPLETE,Standard Class,3631,Consumer,Pacific Asia,Western Europe,SampleLand,Camping & Hiking,Sample Product,462.84,5,176.48,2314.2,2137.72,507.77,25.87
16903,423,01/11/2015 00:00,01/16/2015 00:00,5,4,Shipping on time,1,COMPLETE,Standard Class,1787,Home Office,Pacific Asia,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,97.86,5,57.13,489.3,432.17,-24.72,99.24
58711,424,03/22/2015 00:00,03/24/2015 00:00,2,1,Shipping on time,1,PROCESSING,Standard Class,8908,Corporate,USCA,Oceania,SampleLand,Men's Footwear,Sample Product,110.24,3,11.84,330.72,318.88,105.1,65.5
15594,425,09/24/2016 00:00,10/03/2016 00:00,9,6,Late delivery,1,PROCESSING,Standard Class,5945,Corporate,Africa,Central America,SampleLand,Men's Footwear,Sample Product,474.99,2,115.79,949.98,834.19,152.06,11.43
23702,426,06/01/2017 00:00,06/04/2017 00:00,3,4,Advance shipping,0,PENDING,Second Class,2412,Consumer,LATAM,Central America,SampleLand,Camping & Hiking,Sample Product,58.0,5,28.27,290.0,261.73,21.94,23.32
51240,427,08/25/2015 00:00,08/30/2015 00:00,5,6,Advance shipping,0,PROCESSING,Standard Class,3697,Home Office,Africa,Oceania,SampleLand,Water Sports,Sample Product,320.99,5,192.44,1604.95,1412.51,345.92,196.83
19140,428,07/08/2017 00:00,07/15/2017 00:00,7,6,Late delivery,1,CLOSED,Standard Class,11733,Consumer,LATAM,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,39.68,3,15.28,119.04,103.76,-6.92,30.13
48775,429,03/28/2015 00:00,04/02/2015 00:00,5,6,Late delivery,0,ON_HOLD,Standard Class,6938,Consumer,Africa,US Center,SampleLand,Women's Apparel,Sample Product,47.73,2,8.84,95.46,86.62,-1.7,4.41
7200,430,06/01/2017 00:00,06/07/2017 00:00,6,4,Late delivery,1,PROCESSING,First Class,8250,Corporate,Pacific Asia,US Center,SampleLand,Fishing,Sample Product,302.6,4,6.67,1210.4,1203.73,246.68,192.84
7991,431,09/11/2017 00:00,09/15/2017 00:00,4,4,Late delivery,0,PENDING,Standard Class,10278,Consumer,LATAM,West Africa,SampleLand,Water Sports,Sample Product,280.17,2,25.03,560.34,535.31,98.12,172.9
758,432,05/09/2017 00:00,05/14/2017 00:00,5,4,Advance shipping,1,CLOSED,Standard Class,4814,Consumer,Pacific Asia,US Center,SampleLand,Men's Footwear,Sample Product,290.78,4,153.19,1163.12,1009.93,137.33,17.64
7493,433,02/18/2017 00:00,02/21/2017 00:00,3,4,Advance shipping,0,PENDING,Standard Class,4179,Consumer,Africa,West Africa,SampleLand,Fishing,Sample Product,242.09,5,113.83,1210.45,1096.62,223.24,249.75
36220,434,06/29/2017 00:00,07/05/2017 00:00,6,4,Advance shipping,1,ON_HOLD,Standard Class,11976,Consumer,Pacific Asia,West Africa,SampleLand,Camping & Hiking,Sample Product,373.76,3,149.7,1121.28,971.58,318.15,189.31
5448,435,03/08/2015 00:00,03/13/2015 00:00,5,4,Late delivery,1,PENDING_PAYMENT,Standard Class,6796,Consumer,LATAM,Western Europe,SampleLand,Women's Apparel,Sample Product,496.17,1,28.62,496.17,467.55,-19.34,-15.26
36746,436,07/26/2015 00:00,07/26/2015 00:00,0,1,Late delivery,0,ON_HOLD,Second Class,2594,Corporate,USCA,US Center,SampleLand,Camping & Hiking,Sample Product,145.13,3,32.96,435.39,402.43,21.84,138.08
35947,437,05/28/2015 00:00,06/03/2015 00:00,6,6,Advance shipping,0,PENDING_PAYMENT,Standard Class,10300,Consumer,Africa,South America,SampleLand,Indoor/Outdoor Games,Sample Product,168.49,5,109.0,842.45,733.45,23.51,184.87
14055,438,06/30/2016 00:00,07/01/2016 00:00,1,2,Late delivery,0,PENDING_PAYMENT,Standard Class,9155,Consumer,USCA,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,168.29,2,38.47,336.58,298.11,95.65,27.69
2230,439,04/15/2017 00:00,04/20/2017 00:00,5,6,Late delivery,0,PENDING,Same Day,4808,Consumer,Pacific Asia,Western Europe,SampleLand,Fishing,Sample Product,384.0,5,108.72,1920.0,1811.28,-28.54,275.17
9720,440,10/23/2016 00:00,10/27/2016 00:00,4,2,Late delivery,1,ON_HOLD,Second Class,3251,Consumer,USCA,Oceania,SampleLand,Camping & Hiking,Sample Product,180.53,2,1.23,361.06,359.83,23.57,22.45
8587,441,07/09/2017 00:00,07/12/2017 00:00,3,2,Shipping on time,1,PROCESSING,First Class,7882,Consumer,Europe,Western Europe,SampleLand,Indoor/Outdoor Games,Sample Product,341.6,4,180.43,1366.4,1185.97,364.84,21.11
31681,442,06/21/2015 00:00,06/30/2015 00:00,9,6,Late delivery,1,PENDING,Standard Class,6523,Consumer,LATAM,Western Europe,SampleLand,Women's Apparel,Sample Product,228.48,4,107.8,913.92,806.12,162.45,244.46
55858,443,04/04/2017 00:00,04/10/2017 00:00,6,6,Advance shipping,0,ON_HOLD,First Class,2840,Consumer,Africa,Central America,SampleLand,Cardio Equipment,Sample Product,307.82,1,20.74,307.82,287.08,-24.68,46.87
26124,444,07/19/2015 00:00,07/25/2015 00:00,6,4,Advance shipping,1,PENDING,Second Class,654,Home Office,Pacific Asia,Southeast Asia,SampleLand,Women's Apparel,Sample Product,416.22,1,34.1,416.22,382.12,126.9,25.32
38025,445,09/25/2015 00:00,10/03/2015 00:00,8,6,Advance shipping,1,COMPLETE,Standard Class,9829,Consumer,USCA,South America,SampleLand,Cardio Equipment,Sample Product,261.89,5,40.13,1309.45,1269.32,-92.58,359.34
18219,446,03/07/2017 00:00,03/11/2017 00:00,4,2,Shipping on time,1,PROCESSING,Standard Class,10157,Consumer,Pacific Asia,US Center,SampleLand,Cleats,Sample Product,242.83,4,60.04,971.32,911.28,122.89,90.26
5506,447,11/14/2017 00:00,11/23/2017 00:00,9,6,Late delivery,1,PROCESSING,Standard Class,10878,Corporate,Africa,South America,SampleLand,Men's Footwear,Sample Product,140.82,4,13.79,563.28,549.49,4.92,-9.25
13094,448,09/30/2016 00:00,10/06/2016 00:00,6,4,Late delivery,1,PENDING_PAYMENT,First Class,4394,Consumer,Pacific Asia,South America,SampleLand,Electronics,Sample Product,262.79,2,16.6,525.58,508.98,93.83,-15.96
28753,449,03/25/2015 00:00,03/31/2015 00:00,6,4,Late delivery,1,PROCESSING,Standard Class,8449,Consumer,Europe,South America,SampleLand,Electronics,Sample Product,138.58,1,17.59,138.58,120.99,3.34,39.13
51558,450,10/06/2016 00:00,10/12/2016 00:00,6,4,Late delivery,1,PENDING,Second Class,7014,Home Office,Europe,Western Europe,SampleLand,Women's Apparel,Sample Product,423.35,2,46.04,846.7,800.66,214.5,57.71
14913,451,03/11/2015 00:00,03/13/2015 00:00,2,1,Late delivery,1,PENDING,Second Class,3196,Corporate,Pacific Asia,US Center,SampleLand,Men's Footwear,Sample Product,200.54,3,73.52,601.62,528.1,81.5,41.17
59029,452,08/04/2017 00:00,08/10/2017 00:00,6,4,Late delivery,1,CLOSED,Second Class,11127,Consumer,Africa,Central America,SampleLand,Water Sports,Sample Product,73.26,4,20.83,293.04,272.21,11.11,38.64
38329,453,03/06/2017 00:00,03/13/2017 00:00,7,4,Shipping on time,1,PENDING,Standard Class,4032,Corporate,LATAM,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,127.58,2,2.71,255.16,252.45,73.09,40.23
21335,454,07/04/2015 00:00,07/08/2015 00:00,4,2,Late delivery,1,PENDING,First Class,363,Corporate,LATAM,Western Europe,SampleLand,Camping & Hiking,Sample Product,271.94,2,29.49,543.88,514.39,128.47,48.6
37344,455,05/01/2015 00:00,05/09/2015 00:00,8,6,Late delivery,1,COMPLETE,Standard Class,1988,Consumer,Europe,Central America,SampleLand,Electronics,Sample Product,458.98,2,21.79,917.96,896.17,109.25,287.77
41888,456,07/12/2015 00:00,07/15/2015 00:00,3,4,Late delivery,0,PENDING,First Class,11616,Home Office,Africa,US Center,SampleLand,Electronics,Sample Product,157.28,5,81.81,786.4,704.59,85.29,34.5
41155,457,11/14/2017 00:00,11/17/2017 00:00,3,2,Advance shipping,1,PENDING_PAYMENT,Standard Class,825,Consumer,USCA,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,139.55,4,76.31,558.2,481.89,53.27,-23.67
51932,458,05/26/2016 00:00,05/29/2016 00:00,3,4,Advance shipping,0,CLOSED,Standard Class,6302,Consumer,USCA,US Center,SampleLand,Men's Footwear,Sample Product,209.21,5,119.73,1046.05,926.32,132.49,322.29
39716,459,05/19/2017 00:00,05/20/2017 00:00,1,2,Advance shipping,0,CLOSED,Standard Class,5824,Consumer,Pacific Asia,South America,SampleLand,Cardio Equipment,Sample Product,484.2,1,56.54,484.2,427.66,122.39,-0.48
1617,460,11/01/2016 00:00,11/02/2016 00:00,1,1,Advance shipping,0,ON_HOLD,Second Class,9369,Corporate,Pacific Asia,Western Europe,SampleLand,Men's Footwear,Sample Product,424.16,3,164.51,1272.48,1107.97,-74.02,360.2
22636,461,08/23/2016 00:00,08/28/2016 00:00,5,4,Advance shipping,1,COMPLETE,Second Class,9853,Home Office,USCA,Oceania,SampleLand,Women's Apparel,Sample Product,83.34,3,29.13,250.02,220.89,16.52,61.98
54483,462,06/13/2015 00:00,06/16/2015 00:00,3,2,Shipping on time,1,ON_HOLD,Standard Class,5677,Corporate,LATAM,Southeast Asia,SampleLand,Fishing,Sample Product,310.74,3,79.51,932.22,852.71,202.57,213.09
12426,463,09/29/2017 00:00,10/04/2017 00:00,5,2,Late delivery,1,COMPLETE,Standard Class,7580,Consumer,USCA,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,398.01,2,85.29,796.02,710.73,237.26,-28.58
29949,464,11/02/2015 00:00,11/08/2015 00:00,6,4,Late delivery,1,PENDING_PAYMENT,Second Class,9791,Corporate,Pacific Asia,Western Europe,SampleLand,Fishing,Sample Product,386.33,1,24.1,386.33,362.23,-11.26,-30.55
30014,465,08/28/2016 00:00,08/30/2016 00:00,2,1,Advance shipping,1,COMPLETE,Standard Class,9715,Home Office,Africa,West Africa,SampleLand,Cleats,Sample Product,249.53,1,2.65,249.53,246.88,-19.86,-5.71
33405,466,02/21/2017 00:00,02/27/2017 00:00,6,6,Advance shipping,0,CLOSED,Standard Class,10566,Consumer,LATAM,Oceania,SampleLand,Camping & Hiking,Sample Product,368.6,4,156.05,1474.4,1318.35,345.8,106.46
52137,467,11/21/2016 00:00,11/27/2016 00:00,6,4,Advance shipping,1,ON_HOLD,Second Class,8487,Consumer,Pacific Asia,US Center,SampleLand,Fishing,Sample Product,295.96,3,96.11,887.88,791.77,266.58,203.02
32392,468,09/24/2017 00:00,09/26/2017 00:00,2,2,Advance shipping,0,COMPLETE,Standard Class,4580,Corporate,Africa,West Africa,SampleLand,Electronics,Sample Product,108.71,1,3.65,108.71,105.06,23.28,8.06
31,469,06/15/2015 00:00,06/22/2015 00:00,7,4,Late delivery,1,PENDING_PAYMENT,Standard Class,6708,Corporate,Africa,US Center,SampleLand,Cleats,Sample Product,37.47,2,10.72,74.94,64.22,9.59,-5.52
14576,470,07/03/2016 00:00,07/06/2016 00:00,3,1,Advance shipping,1,CLOSED,Standard Class,8671,Consumer,Europe,Western Europe,SampleLand,Indoor/Outdoor Games,Sample Product,191.05,5,7.52,955.25,947.73,4.76,-64.2
37861,471,04/09/2016 00:00,04/15/2016 00:00,6,4,Advance shipping,1,CLOSED,Standard Class,3557,Consumer,USCA,Southeast Asia,SampleLand,Electronics,Sample Product,40.35,3,13.36,121.05,107.69,35.67,11.55
46934,472,06/07/2016 00:00,06/08/2016 00:00,1,1,Late delivery,0,PENDING_PAYMENT,Second Class,11983,Corporate,Europe,South America,SampleLand,Cardio Equipment,Sample Product,203.56,5,147.86,1017.8,869.94,195.76,-75.75
38802,473,05/24/2015 00:00,06/01/2015 00:00,8,6,Shipping on time,1,PENDING,Standard Class,5326,Corporate,USCA,South America,SampleLand,Water Sports,Sample Product,416.15,1,19.3,416.15,396.85,84.27,95.27
43940,474,06/04/2015 00:00,06/09/2015 00:00,5,2,Advance shipping,1,PROCESSING,Standard Class,9085,Consumer,USCA,West Africa,SampleLand,Women's Apparel,Sample Product,423.7,1,57.99,423.7,365.71,108.57,3.75
14446,475,10/03/2015 00:00,10/06/2015 00:00,3,4,Late delivery,0,PENDING,Standard Class,6072,Corporate,Pacific Asia,West Africa,SampleLand,Fishing,Sample Product,26.7,3,9.93,80.1,70.17,20.63,8.37
5748,476,11/07/2015 00:00,11/08/2015 00:00,1,2,Late delivery,0,CLOSED,Standard Class,11482,Corporate,LATAM,Southeast Asia,SampleLand,Women's Apparel,Sample Product,44.07,4,19.68,176.28,156.6,-9.97,40.18
56908,477,05/01/2016 00:00,05/04/2016 00:00,3,2,Late delivery,1,CLOSED,Standard Class,8013,Consumer,USCA,Central America,SampleLand,Women's Apparel,Sample Product,338.23,5,241.95,1691.15,1449.2,-131.9,215.36
33767,478,09/29/2016 00:00,10/03/2016 00:00,4,4,Late delivery,0,ON_HOLD,Standard Class,8839,Consumer,Pacific Asia,South America,SampleLand,Indoor/Outdoor Games,Sample Product,255.0,3,75.05,765.0,689.95,0.15,205.13
44308,479,10/29/2016 00:00,11/04/2016 00:00,6,4,Late delivery,1,PENDING_PAYMENT,Second Class,9293,Consumer,Pacific Asia,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,83.19,2,12.35,166.38,154.03,47.69,43.31
57421,480,04/16/2016 00:00,04/23/2016 00:00,7,6,Shipping on time,1,ON_HOLD,Standard Class,3959,Corporate,USCA,US Center,SampleLand,Men's Footwear,Sample Product,404.71,3,123.05,1214.13,1091.08,152.91,-24.03
10953,481,04/13/2016 00:00,04/17/2016 00:00,4,1,Advance shipping,1,COMPLETE,Same Day,4189,Corporate,Africa,Southeast Asia,SampleLand,Women's Apparel,Sample Product,116.08,2,14.34,232.16,217.82,41.69,-19.58
52269,482,08/07/2015 00:00,08/08/2015 00:00,1,1,Late delivery,0,COMPLETE,Same Day,9925,Home Office,Europe,South America,SampleLand,Cleats,Sample Product,48.29,1,2.35,48.29,45.94,2.56,13.27
21978,483,09/06/2016 00:00,09/10/2016 00:00,4,4,Late delivery,0,PENDING_PAYMENT,Standard Class,5545,Corporate,Africa,Oceania,SampleLand,Men's Footwear,Sample Product,377.26,1,4.65,377.26,372.61,33.98,72.69
37554,484,11/27/2015 00:00,11/30/2015 00:00,3,4,Shipping on time,0,ON_HOLD,Second Class,7996,Consumer,LATAM,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,307.98,4,69.85,1231.92,1162.07,40.68,364.34
23200,485,03/03/2015 00:00,03/09/2015 00:00,6,6,Late delivery,0,PENDING,Second Class,6216,Consumer,USCA,US Center,SampleLand,Men's Footwear,Sample Product,203.28,4,97.96,813.12,715.16,231.11,-44.75
11922,486,04/22/2016 00:00,04/28/2016 00:00,6,6,Shipping canceled,0,PENDING,Standard Class,397,Consumer,Pacific Asia,Oceania,SampleLand,Cleats,Sample Product,349.44,1,49.56,349.44,299.88,25.62,103.2
52766,487,06/07/2016 00:00,06/15/2016 00:00,8,6,Late delivery,1,COMPLETE,Standard Class,5654,Corporate,USCA,Western Europe,SampleLand,Water Sports,Sample Product,456.58,3,200.36,1369.74,1169.38,322.93,401.1
20834,488,08/14/2015 00:00,08/16/2015 00:00,2,2,Late delivery,0,ON_HOLD,Same Day,2070,Home Office,Pacific Asia,Western Europe,SampleLand,Electronics,Sample Product,26.75,5,4.14,133.75,129.61,-3.9,2.68
1488,489,08/23/2016 00:00,08/27/2016 00:00,4,4,Shipping on time,0,COMPLETE,Standard Class,1042,Consumer,Pacific Asia,US Center,SampleLand,Electronics,Sample Product,317.56,5,136.1,1587.8,1451.7,62.07,-106.83
9022,490,08/17/2016 00:00,08/21/2016 00:00,4,4,Late delivery,0,PENDING_PAYMENT,Standard Class,3136,Corporate,Pacific Asia,US Center,SampleLand,Men's Footwear,Sample Product,116.9,3,30.29,350.7,320.41,-5.88,21.6
57689,491,02/24/2017 00:00,02/27/2017 00:00,3,2,Late delivery,1,CLOSED,Standard Class,3513,Consumer,USCA,Western Europe,SampleLand,Cleats,Sample Product,242.33,1,6.4,242.33,235.93,7.56,22.51
49316,492,11/19/2016 00:00,11/25/2016 00:00,6,4,Late delivery,1,CLOSED,Standard Class,8923,Corporate,Europe,West Africa,SampleLand,Cardio Equipment,Sample Product,217.75,4,75.99,871.0,795.01,159.34,16.69
39874,493,11/27/2016 00:00,12/02/2016 00:00,5,2,Advance shipping,1,PROCESSING,Standard Class,3026,Corporate,Europe,West Africa,SampleLand,Cardio Equipment,Sample Product,201.09,3,32.83,603.27,570.44,-20.73,-43.16
46720,494,11/26/2015 00:00,11/27/2015 00:00,1,2,Shipping on time,0,CLOSED,First Class,9565,Corporate,Pacific Asia,Western Europe,SampleLand,Men's Footwear,Sample Product,103.27,5,72.99,516.35,443.36,62.6,128.61
38919,495,05/21/2017 00:00,05/30/2017 00:00,9,6,Shipping on time,1,COMPLETE,Standard Class,2523,Home Office,Europe,US Center,SampleLand,Camping & Hiking,Sample Product,403.3,3,46.32,1209.9,1163.58,-114.72,-5.7
54621,496,08/04/2016 00:00,08/06/2016 00:00,2,2,Late delivery,0,PENDING_PAYMENT,Standard Class,9922,Home Office,Europe,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,195.97,4,98.18,783.88,685.7,234.78,200.87
5980,497,05/04/2016 00:00,05/13/2016 00:00,9,6,Advance shipping,1,COMPLETE,Standard Class,6312,Consumer,LATAM,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,444.73,3,179.49,1334.19,1154.7,-96.98,18.93
3804,498,10/17/2016 00:00,10/18/2016 00:00,1,2,Late delivery,0,ON_HOLD,Second Class,807,Home Office,Europe,South America,SampleLand,Cleats,Sample Product,183.79,3,60.86,551.37,490.51,117.47,138.55
41692,499,02/16/2016 00:00,02/19/2016 00:00,3,1,Late delivery,1,ON_HOLD,Standard Class,1328,Corporate,Pacific Asia,West Africa,SampleLand,Cleats,Sample Product,421.46,2,27.14,842.92,815.78,237.53,22.23
57882,500,07/06/2016 00:00,07/11/2016 00:00,5,2,Late delivery,1,ON_HOLD,Standard Class,866,Corporate,Pacific Asia,South America,SampleLand,Women's Apparel,Sample Product,276.79,3,32.43,830.37,797.94,277.93,-43.61
34880,501,04/06/2017 00:00,04/07/2017 00:00,1,2,Late delivery,0,CLOSED,Second Class,4925,Consumer,USCA,Oceania,SampleLand,Electronics,Sample Product,198.96,2,57.96,397.92,339.96,65.46,91.86
57985,502,08/05/2017 00:00,08/11/2017 00:00,6,4,Shipping on time,1,CLOSED,Same Day,3594,Home Office,Europe,Oceania,SampleLand,Water Sports,Sample Product,354.98,3,12.11,1064.94,1052.83,182.1,26.21
24055,503,09/04/2017 00:00,09/05/2017 00:00,1,2,Late delivery,0,PENDING_PAYMENT,Standard Class,556,Home Office,USCA,South America,SampleLand,Camping & Hiking,Sample Product,395.46,5,34.73,1977.3,1942.57,293.15,75.71
40464,504,06/30/2016 00:00,07/07/2016 00:00,7,4,Late delivery,1,ON_HOLD,First Class,8175,Consumer,Pacific Asia,US Center,SampleLand,Cardio Equipment,Sample Product,246.52,2,72.37,493.04,420.67,102.68,35.14
30545,505,07/12/2016 00:00,07/20/2016 00:00,8,6,Shipping on time,1,PROCESSING,Standard Class,10237,Consumer,Pacific Asia,Oceania,SampleLand,Camping & Hiking,Sample Product,218.46,3,76.37,655.38,579.01,168.97,99.94
52905,506,05/31/2017 00:00,06/07/2017 00:00,7,4,Shipping on time,1,CLOSED,Standard Class,10106,Consumer,LATAM,South America,SampleLand,Fishing,Sample Product,292.94,5,163.98,1464.7,1300.72,178.81,242.28
38834,507,11/23/2015 00:00,11/28/2015 00:00,5,2,Late delivery,1,PROCESSING,Standard Class,1809,Consumer,USCA,West Africa,SampleLand,Men's Footwear,Sample Product,296.73,1,7.13,296.73,289.6,64.89,-19.08
26306,508,06/29/2017 00:00,07/03/2017 00:00,4,4,Late delivery,0,CLOSED,Standard Class,10432,Corporate,USCA,Southeast Asia,SampleLand,Fishing,Sample Product,218.48,2,32.05,436.96,404.91,134.87,133.17
14681,509,06/22/2016 00:00,06/27/2016 00:00,5,4,Late delivery,1,PROCESSING,First Class,5107,Consumer,LATAM,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,381.25,3,144.24,1143.75,999.51,-49.64,-76.54
18804,510,05/21/2015 00:00,05/27/2015 00:00,6,4,Late delivery,1,PENDING,Standard Class,2490,Corporate,LATAM,US Center,SampleLand,Camping & Hiking,Sample Product,205.86,3,30.47,617.58,587.11,97.09,162.13
4487,511,04/13/2015 00:00,04/14/2015 00:00,1,2,Advance shipping,0,CLOSED,Second Class,1601,Consumer,USCA,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,231.97,2,13.41,463.94,450.53,-31.4,99.99
9262,512,07/02/2017 00:00,07/06/2017 00:00,4,4,Late delivery,0,PROCESSING,Standard Class,9209,Corporate,Europe,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,306.61,4,2.01,1226.44,1224.43,117.6,37.07
30533,513,03/27/2015 00:00,03/30/2015 00:00,3,4,Late delivery,0,PENDING,Standard Class,3075,Corporate,Africa,Oceania,SampleLand,Cleats,Sample Product,493.56,3,138.27,1480.68,1342.41,304.41,226.48
