issue,key,detail,severity,route_to
sla_breach,37006,shipped 4d past schedule,high,Logistics
sla_breach,28996,shipped 4d past schedule,high,Logistics
sla_breach,47252,shipped 4d past schedule,high,Logistics
sla_breach,47684,shipped 4d past schedule,high,Logistics
sla_breach,45463,shipped 4d past schedule,high,Logistics
sla_breach,169387,shipped 4d past schedule,high,Logistics
sla_breach,45460,shipped 10d past schedule,high,Logistics
sla_breach,169371,shipped 4d past schedule,high,Logistics
sla_breach,27779,shipped 4d past schedule,high,Logistics
sla_breach,27778,shipped 4d past schedule,high,Logistics
sla_breach,27777,shipped 4d past schedule,high,Logistics
sla_breach,27776,shipped 4d past schedule,high,Logistics
sla_breach,29728,shipped 4d past schedule,high,Logistics
sla_breach,46844,shipped 4d past schedule,high,Logistics
sla_breach,42504,shipped 4d past schedule,high,Logistics
sla_breach,28995,shipped 4d past schedule,high,Logistics
sla_breach,26393,shipped 4d past schedule,high,Logistics
sla_breach,36866,shipped 4d past schedule,high,Logistics
sla_breach,46843,shipped 4d past schedule,high,Logistics
sla_breach,28789,shipped 4d past schedule,high,Logistics
sla_breach,46842,shipped 4d past schedule,high,Logistics
sla_breach,34705,shipped 4d past schedule,high,Logistics
sla_breach,32066,shipped 4d past schedule,high,Logistics
sla_breach,174210,shipped 4d past schedule,high,Logistics
sla_breach,169822,shipped 4d past schedule,high,Logistics
sla_breach,39196,shipped 4d past schedule,high,Logistics
sla_breach,39668,shipped 5d past schedule,high,Logistics
sla_breach,34765,shipped 7d past schedule,high,Logistics
sla_breach,39195,shipped 4d past schedule,high,Logistics
sla_breach,39194,shipped 4d past schedule,high,Logistics
sla_breach,3799,shipped 4d past schedule,high,Logistics
sla_breach,7653,shipped 4d past schedule,high,Logistics
sla_breach,9665,shipped 4d past schedule,high,Logistics
sla_breach,9563,shipped 9d past schedule,high,Logistics
sla_breach,144235,shipped 4d past schedule,high,Logistics
sla_breach,9711,shipped 4d past schedule,high,Logistics
sla_breach,134489,shipped 4d past schedule,high,Logistics
sla_breach,7590,shipped 4d past schedule,high,Logistics
sla_breach,25405,shipped 4d past schedule,high,Logistics
sla_breach,138697,shipped 4d past schedule,high,Logistics
sla_breach,17663,shipped 4d past schedule,high,Logistics
sla_breach,95,shipped 4d past schedule,high,Logistics
sla_breach,144219,shipped 4d past schedule,high,Logistics
sla_breach,140276,shipped 4d past schedule,high,Logistics
sla_breach,5693,shipped 4d past schedule,high,Logistics
sla_breach,147696,shipped 9d past schedule,high,Logistics
sla_breach,7246,shipped 4d past schedule,high,Logistics
sla_breach,25461,shipped 4d past schedule,high,Logistics
sla_breach,11723,shipped 4d past schedule,high,Logistics
sla_breach,147577,shipped 4d past schedule,high,Logistics
sla_breach,7245,shipped 4d past schedule,high,Logistics
sla_breach,151443,shipped 4d past schedule,high,Logistics
sla_breach,10492,shipped 4d past schedule,high,Logistics
sla_breach,11722,shipped 4d past schedule,high,Logistics
sla_breach,144471,shipped 4d past schedule,high,Logistics
sla_breach,139093,shipped 4d past schedule,high,Logistics
sla_breach,21173,shipped 4d past schedule,high,Logistics
sla_breach,139092,shipped 4d past schedule,high,Logistics
sla_breach,6360,shipped 4d past schedule,high,Logistics
sla_breach,15725,shipped 4d past schedule,high,Logistics
sla_breach,5016,shipped 4d past schedule,high,Logistics
sla_breach,153182,shipped 4d past schedule,high,Logistics
sla_breach,17666,shipped 4d past schedule,high,Logistics
sla_breach,150339,shipped 4d past schedule,high,Logistics
sla_breach,142183,shipped 4d past schedule,high,Logistics
sla_breach,5015,shipped 4d past schedule,high,Logistics
sla_breach,144472,shipped 4d past schedule,high,Logistics
sla_breach,15140,shipped 4d past schedule,high,Logistics
sla_breach,135990,shipped 4d past schedule,high,Logistics
sla_breach,142186,shipped 4d past schedule,high,Logistics
sla_breach,142184,shipped 4d past schedule,high,Logistics
sla_breach,2082,shipped 4d past schedule,high,Logistics
sla_breach,145053,shipped 4d past schedule,high,Logistics
sla_breach,140974,shipped 4d past schedule,high,Logistics
sla_breach,136358,shipped 4d past schedule,high,Logistics
sla_breach,140971,shipped 4d past schedule,high,Logistics
sla_breach,21983,shipped 4d past schedule,high,Logistics
sla_breach,138699,shipped 4d past schedule,high,Logistics
sla_breach,15139,shipped 4d past schedule,high,Logistics
sla_breach,25406,shipped 4d past schedule,high,Logistics
sla_breach,15138,shipped 4d past schedule,high,Logistics
sla_breach,3802,shipped 4d past schedule,high,Logistics
sla_breach,14157,shipped 4d past schedule,high,Logistics
sla_breach,143702,shipped 4d past schedule,high,Logistics
sla_breach,138701,shipped 4d past schedule,high,Logistics
sla_breach,7247,shipped 4d past schedule,high,Logistics
sla_breach,3800,shipped 4d past schedule,high,Logistics
sla_breach,15726,shipped 4d past schedule,high,Logistics
sla_breach,144470,shipped 4d past schedule,high,Logistics
sla_breach,10220,shipped 4d past schedule,high,Logistics
sla_breach,15724,shipped 4d past schedule,high,Logistics
sla_breach,151279,shipped 8d past schedule,high,Logistics
sla_breach,5589,shipped 4d past schedule,high,Logistics
sla_breach,135988,shipped 4d past schedule,high,Logistics
sla_breach,10218,shipped 4d past schedule,high,Logistics
sla_breach,3880,shipped 4d past schedule,high,Logistics
sla_breach,21174,shipped 4d past schedule,high,Logistics
sla_breach,5590,shipped 4d past schedule,high,Logistics
sla_breach,25063,shipped 4d past schedule,high,Logistics
sla_breach,15,shipped 9d past schedule,high,Logistics
sla_breach,25464,shipped 4d past schedule,high,Logistics
sla_breach,13474,shipped 4d past schedule,high,Logistics
sla_breach,2819,shipped 4d past schedule,high,Logistics
sla_breach,25463,shipped 4d past schedule,high,Logistics
sla_breach,22188,shipped 4d past schedule,high,Logistics
sla_breach,16979,shipped 4d past schedule,high,Logistics
sla_breach,137804,shipped 4d past schedule,high,Logistics
sla_breach,146693,shipped 4d past schedule,high,Logistics
sla_breach,1398,shipped 4d past schedule,high,Logistics
sla_breach,137806,shipped 4d past schedule,high,Logistics
sla_breach,16978,shipped 4d past schedule,high,Logistics
sla_breach,1397,shipped 4d past schedule,high,Logistics
sla_breach,146751,shipped 4d past schedule,high,Logistics
sla_breach,145783,shipped 6d past schedule,high,Logistics
sla_breach,133264,shipped 4d past schedule,high,Logistics
sla_breach,16980,shipped 4d past schedule,high,Logistics
sla_breach,148726,shipped 4d past schedule,high,Logistics
sla_breach,10413,shipped 4d past schedule,high,Logistics
sla_breach,179040,shipped 4d past schedule,high,Logistics
sla_breach,176305,shipped 4d past schedule,high,Logistics
sla_breach,175460,shipped 4d past schedule,high,Logistics
sla_breach,178550,shipped 4d past schedule,high,Logistics
sla_breach,175490,shipped 4d past schedule,high,Logistics
sla_breach,178592,shipped 7d past schedule,high,Logistics
sla_breach,53224,shipped 4d past schedule,high,Logistics
sla_breach,51407,shipped 4d past schedule,high,Logistics
sla_breach,59985,shipped 4d past schedule,high,Logistics
sla_breach,63773,shipped 4d past schedule,high,Logistics
sla_breach,180243,shipped 10d past schedule,high,Logistics
sla_breach,180440,shipped 4d past schedule,high,Logistics
sla_breach,177684,shipped 9d past schedule,high,Logistics
sla_breach,75685,shipped 10d past schedule,high,Logistics
sla_breach,77784,shipped 10d past schedule,high,Logistics
sla_breach,118488,shipped 4d past schedule,high,Logistics
sla_breach,71317,shipped 4d past schedule,high,Logistics
sla_breach,67761,shipped 4d past schedule,high,Logistics
sla_breach,71316,shipped 4d past schedule,high,Logistics
sla_breach,177080,shipped 4d past schedule,high,Logistics
sla_breach,106453,shipped 4d past schedule,high,Logistics
sla_breach,61034,shipped 4d past schedule,high,Logistics
sla_breach,110393,shipped 4d past schedule,high,Logistics
sla_breach,75630,shipped 4d past schedule,high,Logistics
sla_breach,178070,shipped 4d past schedule,high,Logistics
sla_breach,75628,shipped 4d past schedule,high,Logistics
sla_breach,177675,shipped 4d past schedule,high,Logistics
sla_breach,68470,shipped 4d past schedule,high,Logistics
sla_breach,59237,shipped 4d past schedule,high,Logistics
sla_breach,75611,shipped 4d past schedule,high,Logistics
sla_breach,110134,shipped 4d past schedule,high,Logistics
sla_breach,75609,shipped 4d past schedule,high,Logistics
sla_breach,177690,shipped 4d past schedule,high,Logistics
sla_breach,180480,shipped 4d past schedule,high,Logistics
sla_breach,107225,shipped 4d past schedule,high,Logistics
sla_breach,111244,shipped 4d past schedule,high,Logistics
sla_breach,111243,shipped 4d past schedule,high,Logistics
sla_breach,106454,shipped 4d past schedule,high,Logistics
sla_breach,55250,shipped 4d past schedule,high,Logistics
sla_breach,107224,shipped 4d past schedule,high,Logistics
sla_breach,51405,shipped 4d past schedule,high,Logistics
sla_breach,175195,shipped 4d past schedule,high,Logistics
sla_breach,77430,shipped 4d past schedule,high,Logistics
sla_breach,77429,shipped 4d past schedule,high,Logistics
sla_breach,61703,shipped 4d past schedule,high,Logistics
sla_breach,77428,shipped 4d past schedule,high,Logistics
sla_breach,55057,shipped 4d past schedule,high,Logistics
sla_breach,51406,shipped 4d past schedule,high,Logistics
sla_breach,62480,shipped 4d past schedule,high,Logistics
sla_breach,63089,shipped 4d past schedule,high,Logistics
sla_breach,68474,shipped 4d past schedule,high,Logistics
sla_breach,68473,shipped 4d past schedule,high,Logistics
sla_breach,62725,shipped 4d past schedule,high,Logistics
sla_breach,59811,shipped 4d past schedule,high,Logistics
sla_breach,63774,shipped 4d past schedule,high,Logistics
sla_breach,68472,shipped 4d past schedule,high,Logistics
sla_breach,66418,shipped 4d past schedule,high,Logistics
sla_breach,64459,shipped 5d past schedule,high,Logistics
sla_breach,62723,shipped 4d past schedule,high,Logistics
sla_breach,53221,shipped 4d past schedule,high,Logistics
sla_breach,68471,shipped 4d past schedule,high,Logistics
sla_breach,177295,shipped 4d past schedule,high,Logistics
sla_breach,176970,shipped 4d past schedule,high,Logistics
sla_breach,179950,shipped 4d past schedule,high,Logistics
sla_breach,178390,shipped 4d past schedule,high,Logistics
sla_breach,174990,shipped 4d past schedule,high,Logistics
sla_breach,178315,shipped 4d past schedule,high,Logistics
sla_breach,179980,shipped 4d past schedule,high,Logistics
sla_breach,175000,shipped 4d past schedule,high,Logistics
sla_breach,175935,shipped 4d past schedule,high,Logistics
sla_breach,176005,shipped 4d past schedule,high,Logistics
sla_breach,178953,shipped 10d past schedule,high,Logistics
sla_breach,70221,shipped 4d past schedule,high,Logistics
sla_breach,70220,shipped 4d past schedule,high,Logistics
sla_breach,64351,shipped 4d past schedule,high,Logistics
sla_breach,177670,shipped 4d past schedule,high,Logistics
sla_breach,64352,shipped 4d past schedule,high,Logistics
sla_breach,63511,shipped 4d past schedule,high,Logistics
sla_breach,179625,shipped 4d past schedule,high,Logistics
sla_breach,176865,shipped 6d past schedule,high,Logistics
sla_breach,93840,shipped 4d past schedule,high,Logistics
sla_breach,100607,shipped 4d past schedule,high,Logistics
sla_breach,78790,shipped 4d past schedule,high,Logistics
sla_breach,78791,shipped 4d past schedule,high,Logistics
sla_breach,93841,shipped 4d past schedule,high,Logistics
sla_breach,81641,shipped 4d past schedule,high,Logistics
sla_breach,92300,shipped 5d past schedule,high,Logistics
sla_breach,92359,shipped 4d past schedule,high,Logistics
sla_breach,95702,shipped 4d past schedule,high,Logistics
sla_breach,99389,shipped 4d past schedule,high,Logistics
sla_breach,98580,shipped 4d past schedule,high,Logistics
sla_breach,99387,shipped 4d past schedule,high,Logistics
sla_breach,99128,shipped 4d past schedule,high,Logistics
sla_breach,100011,shipped 4d past schedule,high,Logistics
sla_breach,90427,shipped 4d past schedule,high,Logistics
sla_breach,90426,shipped 4d past schedule,high,Logistics
sla_breach,85230,shipped 4d past schedule,high,Logistics
sla_breach,102271,shipped 4d past schedule,high,Logistics
sla_breach,85228,shipped 4d past schedule,high,Logistics
sla_breach,112803,shipped 4d past schedule,high,Logistics
sla_breach,88978,shipped 4d past schedule,high,Logistics
sla_breach,86554,shipped 4d past schedule,high,Logistics
sla_breach,112801,shipped 4d past schedule,high,Logistics
sla_breach,98581,shipped 4d past schedule,high,Logistics
sla_breach,81518,shipped 4d past schedule,high,Logistics
sla_breach,117759,shipped 4d past schedule,high,Logistics
sla_breach,98578,shipped 4d past schedule,high,Logistics
sla_breach,99127,shipped 4d past schedule,high,Logistics
sla_breach,117758,shipped 4d past schedule,high,Logistics
sla_breach,84647,shipped 4d past schedule,high,Logistics
sla_breach,85931,shipped 4d past schedule,high,Logistics
sla_breach,89362,shipped 4d past schedule,high,Logistics
sla_breach,100848,shipped 4d past schedule,high,Logistics
sla_breach,100850,shipped 4d past schedule,high,Logistics
sla_breach,109679,shipped 4d past schedule,high,Logistics
sla_breach,116075,shipped 4d past schedule,high,Logistics
sla_breach,116079,shipped 4d past schedule,high,Logistics
sla_breach,110883,shipped 4d past schedule,high,Logistics
sla_breach,108294,shipped 4d past schedule,high,Logistics
sla_breach,107664,shipped 4d past schedule,high,Logistics
sla_breach,109664,shipped 5d past schedule,high,Logistics
sla_breach,116717,shipped 4d past schedule,high,Logistics
sla_breach,123545,shipped 4d past schedule,high,Logistics
sla_breach,160633,shipped 4d past schedule,high,Logistics
sla_breach,30584,shipped 4d past schedule,high,Logistics
sla_breach,36452,shipped 4d past schedule,high,Logistics
sla_breach,36450,shipped 4d past schedule,high,Logistics
sla_breach,28998,shipped 4d past schedule,high,Logistics
sla_breach,34369,shipped 4d past schedule,high,Logistics
sla_breach,33181,shipped 4d past schedule,high,Logistics
sla_breach,50025,shipped 4d past schedule,high,Logistics
sla_breach,155069,shipped 4d past schedule,high,Logistics
sla_breach,49174,shipped 4d past schedule,high,Logistics
sla_breach,159236,shipped 10d past schedule,high,Logistics
sla_breach,159608,shipped 4d past schedule,high,Logistics
sla_breach,27118,shipped 4d past schedule,high,Logistics
sla_breach,41939,shipped 8d past schedule,high,Logistics
sla_breach,169821,shipped 4d past schedule,high,Logistics
sla_breach,144217,shipped 4d past schedule,high,Logistics
sla_breach,14156,shipped 4d past schedule,high,Logistics
sla_breach,19768,shipped 4d past schedule,high,Logistics
sla_breach,153184,shipped 4d past schedule,high,Logistics
sla_breach,151530,shipped 4d past schedule,high,Logistics
sla_breach,9666,shipped 4d past schedule,high,Logistics
sla_breach,5017,shipped 4d past schedule,high,Logistics
sla_breach,25404,shipped 4d past schedule,high,Logistics
sla_breach,129280,shipped 4d past schedule,high,Logistics
sla_breach,2265,shipped 4d past schedule,high,Logistics
sla_breach,151445,shipped 4d past schedule,high,Logistics
sla_breach,11698,shipped 4d past schedule,high,Logistics
sla_breach,23920,shipped 10d past schedule,high,Logistics
sla_breach,10494,shipped 4d past schedule,high,Logistics
sla_breach,150338,shipped 4d past schedule,high,Logistics
sla_breach,1966,shipped 4d past schedule,high,Logistics
sla_breach,6363,shipped 4d past schedule,high,Logistics
sla_breach,153950,shipped 4d past schedule,high,Logistics
sla_breach,150182,shipped 4d past schedule,high,Logistics
sla_breach,7652,shipped 4d past schedule,high,Logistics
sla_breach,140275,shipped 4d past schedule,high,Logistics
sla_breach,6668,shipped 4d past schedule,high,Logistics
sla_breach,147576,shipped 4d past schedule,high,Logistics
sla_breach,144331,shipped 4d past schedule,high,Logistics
sla_breach,9714,shipped 4d past schedule,high,Logistics
sla_breach,135998,shipped 9d past schedule,high,Logistics
sla_breach,148727,shipped 4d past schedule,high,Logistics
sla_breach,146690,shipped 4d past schedule,high,Logistics
sla_breach,67762,shipped 4d past schedule,high,Logistics
sla_breach,75629,shipped 4d past schedule,high,Logistics
sla_breach,67760,shipped 4d past schedule,high,Logistics
sla_breach,55055,shipped 4d past schedule,high,Logistics
sla_breach,67905,shipped 4d past schedule,high,Logistics
sla_breach,67763,shipped 4d past schedule,high,Logistics
sla_breach,63771,shipped 4d past schedule,high,Logistics
sla_breach,63088,shipped 4d past schedule,high,Logistics
sla_breach,62477,shipped 4d past schedule,high,Logistics
sla_breach,75613,shipped 4d past schedule,high,Logistics
sla_breach,62726,shipped 4d past schedule,high,Logistics
sla_breach,62479,shipped 4d past schedule,high,Logistics
sla_breach,53323,shipped 4d past schedule,high,Logistics
sla_breach,127915,shipped 4d past schedule,high,Logistics
sla_breach,82670,shipped 4d past schedule,high,Logistics
sla_breach,96956,shipped 4d past schedule,high,Logistics
sla_breach,100143,shipped 4d past schedule,high,Logistics
sla_breach,98785,shipped 4d past schedule,high,Logistics
sla_breach,78793,shipped 4d past schedule,high,Logistics
sla_breach,93498,shipped 4d past schedule,high,Logistics
sla_breach,80868,shipped 4d past schedule,high,Logistics
sla_breach,80454,shipped 4d past schedule,high,Logistics
sla_breach,96289,shipped 4d past schedule,high,Logistics
sla_breach,100608,shipped 4d past schedule,high,Logistics
sla_breach,84649,shipped 4d past schedule,high,Logistics
sla_breach,100606,shipped 4d past schedule,high,Logistics
sla_breach,100010,shipped 4d past schedule,high,Logistics
sla_breach,87441,shipped 4d past schedule,high,Logistics
sla_breach,89361,shipped 4d past schedule,high,Logistics
sla_breach,89360,shipped 4d past schedule,high,Logistics
sla_breach,107662,shipped 4d past schedule,high,Logistics
sla_breach,104101,shipped 4d past schedule,high,Logistics
sla_breach,108297,shipped 4d past schedule,high,Logistics
sla_breach,124274,shipped 4d past schedule,high,Logistics
sla_breach,125137,shipped 4d past schedule,high,Logistics
sla_breach,37009,shipped 4d past schedule,high,Logistics
sla_breach,28712,shipped 4d past schedule,high,Logistics
sla_breach,164759,shipped 4d past schedule,high,Logistics
sla_breach,30581,shipped 4d past schedule,high,Logistics
sla_breach,48485,shipped 4d past schedule,high,Logistics
sla_breach,37007,shipped 4d past schedule,high,Logistics
sla_breach,33994,shipped 7d past schedule,high,Logistics
sla_breach,37414,shipped 4d past schedule,high,Logistics
sla_breach,163969,shipped 4d past schedule,high,Logistics
sla_breach,28787,shipped 4d past schedule,high,Logistics
sla_breach,124306,shipped 4d past schedule,high,Logistics
sla_breach,42993,shipped 4d past schedule,high,Logistics
sla_breach,46845,shipped 4d past schedule,high,Logistics
sla_breach,32068,shipped 4d past schedule,high,Logistics
sla_breach,35332,shipped 4d past schedule,high,Logistics
sla_breach,33183,shipped 4d past schedule,high,Logistics
sla_breach,158265,shipped 4d past schedule,high,Logistics
sla_breach,36453,shipped 4d past schedule,high,Logistics
sla_breach,39408,shipped 4d past schedule,high,Logistics
sla_breach,44675,shipped 5d past schedule,high,Logistics
sla_breach,123393,shipped 4d past schedule,high,Logistics
sla_breach,9713,shipped 4d past schedule,high,Logistics
sla_breach,148936,shipped 4d past schedule,high,Logistics
sla_breach,10221,shipped 4d past schedule,high,Logistics
sla_breach,135989,shipped 4d past schedule,high,Logistics
sla_breach,25407,shipped 4d past schedule,high,Logistics
sla_breach,2386,shipped 4d past schedule,high,Logistics
sla_breach,144215,shipped 4d past schedule,high,Logistics
sla_breach,2822,shipped 4d past schedule,high,Logistics
sla_breach,144234,shipped 4d past schedule,high,Logistics
sla_breach,142532,shipped 4d past schedule,high,Logistics
sla_breach,17664,shipped 4d past schedule,high,Logistics
sla_breach,10415,shipped 4d past schedule,high,Logistics
sla_breach,143241,shipped 4d past schedule,high,Logistics
sla_breach,15581,shipped 4d past schedule,high,Logistics
sla_breach,143242,shipped 4d past schedule,high,Logistics
sla_breach,25176,shipped 4d past schedule,high,Logistics
sla_breach,148725,shipped 4d past schedule,high,Logistics
sla_breach,65425,shipped 4d past schedule,high,Logistics
sla_breach,68325,shipped 4d past schedule,high,Logistics
sla_breach,75612,shipped 4d past schedule,high,Logistics
sla_breach,106452,shipped 4d past schedule,high,Logistics
sla_breach,67906,shipped 4d past schedule,high,Logistics
sla_breach,110531,shipped 4d past schedule,high,Logistics
sla_breach,62724,shipped 4d past schedule,high,Logistics
sla_breach,78090,shipped 7d past schedule,high,Logistics
sla_breach,110395,shipped 4d past schedule,high,Logistics
sla_breach,50765,shipped 4d past schedule,high,Logistics
sla_breach,66417,shipped 4d past schedule,high,Logistics
sla_breach,110392,shipped 4d past schedule,high,Logistics
sla_breach,62294,shipped 4d past schedule,high,Logistics
sla_breach,115581,shipped 9d past schedule,high,Logistics
sla_breach,88979,shipped 4d past schedule,high,Logistics
sla_breach,95774,shipped 4d past schedule,high,Logistics
sla_breach,100605,shipped 4d past schedule,high,Logistics
sla_breach,81516,shipped 4d past schedule,high,Logistics
sla_breach,98579,shipped 4d past schedule,high,Logistics
sla_breach,90424,shipped 4d past schedule,high,Logistics
sla_breach,85232,shipped 4d past schedule,high,Logistics
sla_breach,86556,shipped 4d past schedule,high,Logistics
sla_breach,96825,shipped 4d past schedule,high,Logistics
sla_breach,96954,shipped 4d past schedule,high,Logistics
sla_breach,102046,shipped 4d past schedule,high,Logistics
sla_breach,108295,shipped 4d past schedule,high,Logistics
sla_breach,123544,shipped 4d past schedule,high,Logistics
sla_breach,116716,shipped 10d past schedule,high,Logistics
sla_breach,110882,shipped 4d past schedule,high,Logistics
sla_breach,119216,shipped 4d past schedule,high,Logistics
sla_breach,118743,shipped 4d past schedule,high,Logistics
sla_breach,164757,shipped 4d past schedule,high,Logistics
sla_breach,160632,shipped 4d past schedule,high,Logistics
sla_breach,157015,shipped 4d past schedule,high,Logistics
sla_breach,47681,shipped 4d past schedule,high,Logistics
sla_breach,50023,shipped 4d past schedule,high,Logistics
sla_breach,35331,shipped 4d past schedule,high,Logistics
sla_breach,156124,shipped 4d past schedule,high,Logistics
sla_breach,42782,shipped 4d past schedule,high,Logistics
sla_breach,50026,shipped 4d past schedule,high,Logistics
sla_breach,48484,shipped 4d past schedule,high,Logistics
sla_breach,36451,shipped 4d past schedule,high,Logistics
sla_breach,37234,shipped 4d past schedule,high,Logistics
sla_breach,32067,shipped 4d past schedule,high,Logistics
sla_breach,33182,shipped 4d past schedule,high,Logistics
sla_breach,28785,shipped 4d past schedule,high,Logistics
sla_breach,34806,shipped 4d past schedule,high,Logistics
sla_breach,42784,shipped 4d past schedule,high,Logistics
sla_breach,166457,shipped 4d past schedule,high,Logistics
sla_breach,158264,shipped 4d past schedule,high,Logistics
sla_breach,27120,shipped 4d past schedule,high,Logistics
sla_breach,123394,shipped 4d past schedule,high,Logistics
sla_breach,123391,shipped 4d past schedule,high,Logistics
sla_breach,25812,shipped 4d past schedule,high,Logistics
sla_breach,167667,shipped 4d past schedule,high,Logistics
sla_breach,133224,shipped 4d past schedule,high,Logistics
sla_breach,14377,shipped 4d past schedule,high,Logistics
sla_breach,10493,shipped 4d past schedule,high,Logistics
sla_breach,138698,shipped 4d past schedule,high,Logistics
sla_breach,25465,shipped 4d past schedule,high,Logistics
sla_breach,137264,shipped 4d past schedule,high,Logistics
sla_breach,5069,shipped 4d past schedule,high,Logistics
sla_breach,15141,shipped 4d past schedule,high,Logistics
sla_breach,25462,shipped 4d past schedule,high,Logistics
sla_breach,144216,shipped 4d past schedule,high,Logistics
sla_breach,9664,shipped 4d past schedule,high,Logistics
sla_breach,139189,shipped 4d past schedule,high,Logistics
sla_breach,15723,shipped 4d past schedule,high,Logistics
sla_breach,9712,shipped 4d past schedule,high,Logistics
sla_breach,129281,shipped 4d past schedule,high,Logistics
sla_breach,133274,shipped 4d past schedule,high,Logistics
sla_breach,11016,shipped 4d past schedule,high,Logistics
sla_breach,133273,shipped 4d past schedule,high,Logistics
sla_breach,135987,shipped 4d past schedule,high,Logistics
sla_breach,10219,shipped 4d past schedule,high,Logistics
sla_breach,143243,shipped 4d past schedule,high,Logistics
sla_breach,137807,shipped 4d past schedule,high,Logistics
sla_breach,151551,shipped 4d past schedule,high,Logistics
sla_breach,110394,shipped 4d past schedule,high,Logistics
sla_breach,52448,shipped 4d past schedule,high,Logistics
sla_breach,55056,shipped 4d past schedule,high,Logistics
sla_breach,53300,shipped 4d past schedule,high,Logistics
sla_breach,113350,shipped 4d past schedule,high,Logistics
sla_breach,65424,shipped 4d past schedule,high,Logistics
sla_breach,110136,shipped 4d past schedule,high,Logistics
sla_breach,103721,shipped 4d past schedule,high,Logistics
sla_breach,55249,shipped 4d past schedule,high,Logistics
sla_breach,113349,shipped 4d past schedule,high,Logistics
sla_breach,53322,shipped 4d past schedule,high,Logistics
sla_breach,81638,shipped 4d past schedule,high,Logistics
sla_breach,81637,shipped 4d past schedule,high,Logistics
sla_breach,88981,shipped 4d past schedule,high,Logistics
sla_breach,85231,shipped 4d past schedule,high,Logistics
sla_breach,88980,shipped 4d past schedule,high,Logistics
sla_breach,95775,shipped 4d past schedule,high,Logistics
sla_breach,96290,shipped 4d past schedule,high,Logistics
sla_breach,117756,shipped 4d past schedule,high,Logistics
sla_breach,80803,shipped 4d past schedule,high,Logistics
sla_breach,86555,shipped 4d past schedule,high,Logistics
sla_breach,87443,shipped 4d past schedule,high,Logistics
sla_breach,117416,shipped 4d past schedule,high,Logistics
sla_breach,121556,shipped 4d past schedule,high,Logistics
sla_breach,116718,shipped 4d past schedule,high,Logistics
sla_breach,107666,shipped 4d past schedule,high,Logistics
sla_breach,116076,shipped 4d past schedule,high,Logistics
sla_breach,32065,shipped 4d past schedule,high,Logistics
sla_breach,42506,shipped 4d past schedule,high,Logistics
sla_breach,37236,shipped 4d past schedule,high,Logistics
sla_breach,46846,shipped 4d past schedule,high,Logistics
sla_breach,29852,shipped 4d past schedule,high,Logistics
sla_breach,164760,shipped 4d past schedule,high,Logistics
sla_breach,45461,shipped 4d past schedule,high,Logistics
sla_breach,166744,shipped 4d past schedule,high,Logistics
sla_breach,26394,shipped 4d past schedule,high,Logistics
sla_breach,26391,shipped 4d past schedule,high,Logistics
sla_breach,168056,shipped 4d past schedule,high,Logistics
sla_breach,124304,shipped 4d past schedule,high,Logistics
sla_breach,42992,shipped 4d past schedule,high,Logistics
sla_breach,28786,shipped 4d past schedule,high,Logistics
sla_breach,42783,shipped 4d past schedule,high,Logistics
sla_breach,156453,shipped 4d past schedule,high,Logistics
sla_breach,81941,shipped 10d past schedule,high,Logistics
sla_breach,90798,shipped 5d past schedule,high,Logistics
sla_breach,107202,shipped 4d past schedule,high,Logistics
sla_breach,142757,shipped 9d past schedule,high,Logistics
sla_breach,22993,shipped 8d past schedule,high,Logistics
sla_breach,78118,shipped 4d past schedule,high,Logistics
sla_breach,115392,shipped 6d past schedule,high,Logistics
sla_breach,37438,shipped 7d past schedule,high,Logistics
sla_breach,31749,shipped 8d past schedule,high,Logistics
sla_breach,7200,shipped 5d past schedule,high,Logistics
sla_breach,4118,shipped 8d past schedule,high,Logistics
sla_breach,70781,shipped 7d past schedule,high,Logistics
sla_breach,4744,shipped 5d past schedule,high,Logistics
sla_breach,63037,shipped 8d past schedule,high,Logistics
sla_breach,74438,shipped 4d past schedule,high,Logistics
sla_breach,35428,shipped 10d past schedule,high,Logistics
sla_breach,8221,shipped 9d past schedule,high,Logistics
sla_breach,84667,shipped 10d past schedule,high,Logistics
sla_breach,116783,shipped 4d past schedule,high,Logistics
sla_breach,110153,shipped 7d past schedule,high,Logistics
sla_breach,125982,shipped 4d past schedule,high,Logistics
sla_breach,125980,shipped 4d past schedule,high,Logistics
sla_breach,116780,shipped 4d past schedule,high,Logistics
sla_breach,127387,shipped 4d past schedule,high,Logistics
sla_breach,103560,shipped 4d past schedule,high,Logistics
sla_breach,116782,shipped 4d past schedule,high,Logistics
sla_breach,44833,shipped 4d past schedule,high,Logistics
sla_breach,34516,shipped 4d past schedule,high,Logistics
sla_breach,34565,shipped 4d past schedule,high,Logistics
sla_breach,44830,shipped 4d past schedule,high,Logistics
sla_breach,172870,shipped 4d past schedule,high,Logistics
sla_breach,38530,shipped 4d past schedule,high,Logistics
sla_breach,170442,shipped 4d past schedule,high,Logistics
sla_breach,39086,shipped 4d past schedule,high,Logistics
sla_breach,159211,shipped 4d past schedule,high,Logistics
sla_breach,28735,shipped 4d past schedule,high,Logistics
sla_breach,41797,shipped 9d past schedule,high,Logistics
sla_breach,30768,shipped 4d past schedule,high,Logistics
sla_breach,45822,shipped 4d past schedule,high,Logistics
sla_breach,30769,shipped 4d past schedule,high,Logistics
